Navn;Kodeverdi;Eier; Status;Oppdatert;Versjons ID;Beskrivelse;Gyldig fra;Gylig til; ID
1265;1265;Kartverket;Gyldig;29.11.2017;1;Fedje;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1265
1266;1266;Kartverket;Gyldig;29.11.2017;1;Masfjorden;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1266
1401;1401;Kartverket;Gyldig;29.11.2017;1;Flora;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1401
1411;1411;Kartverket;Gyldig;29.11.2017;1;Gulen;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1411
1412;1412;Kartverket;Gyldig;29.11.2017;1;Solund;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1412
1413;1413;Kartverket;Gyldig;29.11.2017;1;Hyllestad;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1413
1416;1416;Kartverket;Gyldig;29.11.2017;1;Høyanger;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1416
1417;1417;Kartverket;Gyldig;29.11.2017;1;Vik;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1417
1418;1418;Kartverket;Gyldig;29.11.2017;1;Balestrand;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1418
1419;1419;Kartverket;Gyldig;29.11.2017;1;Leikanger;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1419
1420;1420;Kartverket;Gyldig;29.11.2017;1;Sogndal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1420
1421;1421;Kartverket;Gyldig;29.11.2017;1;Aurland;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1421
1422;1422;Kartverket;Gyldig;29.11.2017;1;Lærdal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1422
1424;1424;Kartverket;Gyldig;29.11.2017;1;Årdal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1424
1426;1426;Kartverket;Gyldig;29.11.2017;1;Luster;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1426
1428;1428;Kartverket;Gyldig;29.11.2017;1;Askvoll;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1428
1429;1429;Kartverket;Gyldig;29.11.2017;1;Fjaler;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1429
1430;1430;Kartverket;Gyldig;29.11.2017;1;Gaular;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1430
1431;1431;Kartverket;Gyldig;29.11.2017;1;Jølster;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1431
1432;1432;Kartverket;Gyldig;29.11.2017;1;Førde;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1432
1433;1433;Kartverket;Gyldig;29.11.2017;1;Naustdal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1433
1438;1438;Kartverket;Gyldig;29.11.2017;1;Bremanger;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1438
1439;1439;Kartverket;Gyldig;29.11.2017;1;Vågsøy;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1439
1441;1441;Kartverket;Gyldig;29.11.2017;1;Selje;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1441
1443;1443;Kartverket;Gyldig;29.11.2017;1;Eid;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1443
1444;1444;Kartverket;Gyldig;29.11.2017;1;Hornindal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1444
1445;1445;Kartverket;Gyldig;29.11.2017;1;Gloppen;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1445
1449;1449;Kartverket;Gyldig;29.11.2017;1;Stryn;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1449
1502;1502;Kartverket;Gyldig;29.11.2017;1;Molde;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1502
1504;1504;Kartverket;Gyldig;29.11.2017;1;Ålesund;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1504
1505;1505;Kartverket;Gyldig;29.11.2017;1;Kristiansund;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1505
1511;1511;Kartverket;Gyldig;29.11.2017;1;Vanylven;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1511
1514;1514;Kartverket;Gyldig;29.11.2017;1;Sande i Møre og Romsdal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1514
1515;1515;Kartverket;Gyldig;29.11.2017;1;Herøy i Møre og Romsdal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1515
1516;1516;Kartverket;Gyldig;29.11.2017;1;Ulstein;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1516
1517;1517;Kartverket;Gyldig;29.11.2017;1;Hareid;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1517
1519;1519;Kartverket;Gyldig;29.11.2017;1;Volda;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1519
1520;1520;Kartverket;Gyldig;29.11.2017;1;Ørsta;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1520
1523;1523;Kartverket;Gyldig;29.11.2017;1;Ørskog;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1523
1524;1524;Kartverket;Gyldig;29.11.2017;1;Norddal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1524
1525;1525;Kartverket;Gyldig;29.11.2017;1;Stranda;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1525
1526;1526;Kartverket;Gyldig;29.11.2017;1;Stordal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1526
1528;1528;Kartverket;Gyldig;29.11.2017;1;Sykkylven;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1528
1529;1529;Kartverket;Gyldig;29.11.2017;1;Skodje;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1529
1531;1531;Kartverket;Gyldig;29.11.2017;1;Sula;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1531
1532;1532;Kartverket;Gyldig;29.11.2017;1;Giske;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1532
1534;1534;Kartverket;Gyldig;29.11.2017;1;Haram;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1534
1535;1535;Kartverket;Gyldig;29.11.2017;1;Vestnes;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1535
1539;1539;Kartverket;Gyldig;29.11.2017;1;Rauma;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1539
1543;1543;Kartverket;Gyldig;29.11.2017;1;Nesset;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1543
1545;1545;Kartverket;Gyldig;29.11.2017;1;Midsund;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1545
1546;1546;Kartverket;Gyldig;29.11.2017;1;Sandøy;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1546
1547;1547;Kartverket;Gyldig;29.11.2017;1;Aukra;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1547
1548;1548;Kartverket;Gyldig;29.11.2017;1;Fræna;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1548
1551;1551;Kartverket;Gyldig;29.11.2017;1;Eide;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1551
1554;1554;Kartverket;Gyldig;29.11.2017;1;Averøy;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1554
1557;1557;Kartverket;Gyldig;29.11.2017;1;Gjemnes;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1557
1560;1560;Kartverket;Gyldig;29.11.2017;1;Tingvoll;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1560
1563;1563;Kartverket;Gyldig;29.11.2017;1;Sunndal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1563
1566;1566;Kartverket;Gyldig;29.11.2017;1;Surnadal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1566
1567;1567;Kartverket;Gyldig;29.11.2017;1;Rindal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1567
1569;1569;Kartverket;Utgått;29.11.2017;1;Aure;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1569
1571;1571;Kartverket;Gyldig;29.11.2017;1;Halsa;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1571
1572;1572;Kartverket;Utgått;29.11.2017;1;Tustna;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1572
1573;1573;Kartverket;Gyldig;29.11.2017;1;Smøla;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1573
1576;1576;Kartverket;Gyldig;29.11.2017;1;Aure;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1576
1601;1601;Kartverket;Utgått;29.11.2017;1;Trondheim;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1601
1612;1612;Kartverket;Utgått;29.11.2017;1;Hemne;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1612
1613;1613;Kartverket;Utgått;29.11.2017;1;Snillfjord;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1613
1617;1617;Kartverket;Utgått;29.11.2017;1;Hitra;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1617
1620;1620;Kartverket;Utgått;29.11.2017;1;Frøya;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1620
1621;1621;Kartverket;Utgått;29.11.2017;1;Ørland;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1621
1622;1622;Kartverket;Utgått;29.11.2017;1;Agdenes;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1622
1624;1624;Kartverket;Utgått;29.11.2017;1;Rissa;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1624
1627;1627;Kartverket;Utgått;29.11.2017;1;Bjugn;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1627
1630;1630;Kartverket;Utgått;29.11.2017;1;Åfjord;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1630
1632;1632;Kartverket;Utgått;29.11.2017;1;Roan;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1632
1633;1633;Kartverket;Utgått;29.11.2017;1;Osen;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1633
1634;1634;Kartverket;Utgått;29.11.2017;1;Oppdal;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1634
1635;1635;Kartverket;Utgått;29.11.2017;1;Rennebu;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1635
1636;1636;Kartverket;Utgått;29.11.2017;1;Meldal;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1636
1638;1638;Kartverket;Utgått;29.11.2017;1;Orkdal;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1638
1640;1640;Kartverket;Utgått;29.11.2017;1;Røros;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1640
1644;1644;Kartverket;Utgått;29.11.2017;1;Holtålen;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1644
1648;1648;Kartverket;Utgått;29.11.2017;1;Midtre Gauldal;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1648
1653;1653;Kartverket;Utgått;29.11.2017;1;Melhus;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1653
1657;1657;Kartverket;Utgått;29.11.2017;1;Skaun;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1657
1662;1662;Kartverket;Utgått;29.11.2017;1;Klæbu;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1662
1663;1663;Kartverket;Utgått;29.11.2017;1;Malvik;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1663
1664;1664;Kartverket;Utgått;29.11.2017;1;Selbu;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1664
1665;1665;Kartverket;Utgått;29.11.2017;1;Tydal;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1665
1702;1702;Kartverket;Utgått;29.11.2017;1;Steinkjer;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1702
1703;1703;Kartverket;Utgått;29.11.2017;1;Namsos;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1703
1711;1711;Kartverket;Utgått;29.11.2017;1;Meråker;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1711
1714;1714;Kartverket;Utgått;29.11.2017;1;Stjørdal;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1714
1717;1717;Kartverket;Utgått;29.11.2017;1;Frosta;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1717
1718;1718;Kartverket;Utgått;29.11.2017;1;Leksvik;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1718
1719;1719;Kartverket;Utgått;29.11.2017;1;Levanger;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1719
1721;1721;Kartverket;Utgått;29.11.2017;1;Verdal;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1721
1723;1723;Kartverket;Utgått;29.11.2017;1;Mosvik;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1723
1724;1724;Kartverket;Utgått;29.11.2017;1;Verran;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1724
1725;1725;Kartverket;Utgått;29.11.2017;1;Namdalseid;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1725
1729;1729;Kartverket;Utgått;29.11.2017;1;Inderøy;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1729
1736;1736;Kartverket;Utgått;29.11.2017;1;Snåase – Snåsa;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1736
1738;1738;Kartverket;Utgått;29.11.2017;1;Lierne;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1738
1739;1739;Kartverket;Utgått;29.11.2017;1;Raarvihke – Røyrvik;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1739
1740;1740;Kartverket;Utgått;29.11.2017;1;Namsskogan;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1740
1742;1742;Kartverket;Utgått;29.11.2017;1;Grong;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1742
1743;1743;Kartverket;Utgått;29.11.2017;1;Høylandet;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1743
1744;1744;Kartverket;Utgått;29.11.2017;1;Overhalla;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1744
1748;1748;Kartverket;Utgått;29.11.2017;1;Fosnes;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1748
1749;1749;Kartverket;Utgått;29.11.2017;1;Flatanger;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1749
1750;1750;Kartverket;Utgått;29.11.2017;1;Vikna;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1750
1751;1751;Kartverket;Utgått;29.11.2017;1;Nærøy;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1751
1755;1755;Kartverket;Utgått;29.11.2017;1;Leka;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1755
1756;1756;Kartverket;Utgått;29.11.2017;1;Inderøy;;01.01.2018 00:00:00;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1756
1804;1804;Kartverket;Gyldig;29.11.2017;1;Bodø;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1804
1805;1805;Kartverket;Gyldig;29.11.2017;1;Narvik;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1805
1811;1811;Kartverket;Gyldig;29.11.2017;1;Bindal;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1811
1812;1812;Kartverket;Gyldig;29.11.2017;1;Sømna;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1812
1813;1813;Kartverket;Gyldig;29.11.2017;1;Brønnøy;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1813
1815;1815;Kartverket;Gyldig;29.11.2017;1;Vega;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1815
1816;1816;Kartverket;Gyldig;29.11.2017;1;Vevelstad;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1816
1818;1818;Kartverket;Gyldig;29.11.2017;1;Herøy i Nordland;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1818
1820;1820;Kartverket;Gyldig;29.11.2017;1;Alstahaug;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1820
1822;1822;Kartverket;Gyldig;29.11.2017;1;Leirfjord;;;https://register.geonorge.no/subregister/sosi-kodelister/kartverket/kommunenummer-alle/kartverket/1822
